visual_first_3_seconds,voice_first_3_seconds,background_music_type_first_3_seconds,seven_day_views,year,quarter,month,target,last_day_tags,Primary_Category_1_grouped,Video_Type_1_1_final,Video_Type_1_2_final,voice_first_3_seconds_grouped,thumbnail_1_grouped,thumbnail_sentiment_1_grouped,thumbnail_sentiment_2_grouped,time_distribution,date
famous personality (fp),text only (to),relevant,4647,2019,3,9,low,no_tags,environment/ecosystem,rare,no_video_type_1,text only (to),famous personality,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-09-06
other,text only (to),relevant,20495,2019,3,7,low,tags,politics,inspiring,emotions,text only (to),famous personality,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-27
commoner (np),common voice (optv),relevant,12704,2019,3,7,low,not_editable,rare,rare,no_video_type_1,common voice (optv),commoner,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-26
famous personality (fp),text only (to),low,2293,2019,3,7,low,no_tags,government,informative,no_video_type_1,text only (to),famous personality,anger,action,6 PM - 9 PM,2019-07-25
famous personality (fp),text only (to),low,15256,2019,3,8,low,no_tags,government,informative,no_video_type_1,text only (to),famous personality,anger,action,3 PM - 6 PM,2019-08-05
famous personality (fp),text only (to),relevant,20962,2019,3,7,low,no_tags,global news,rare,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-25
commoner (np),text only (to),relevant,1948,2019,3,7,low,not_editable,environment/ecosystem,rare,no_video_type_1,text only (to),commoner,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-28
other,other,relevant,7757,2019,3,7,low,no_tags,technology & innovations,rare,no_video_type_1,other,famous personality,happy,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-26
famous personality (fp),text only (to),low,4446,2019,3,7,low,no_tags,global news,emotions,informative,text only (to),famous personality,action,no_thumbnail_sentiment,9 PM - 12 AM,2019-07-25
commoner (np),text only (to),loud,2058,2019,3,7,low,no_tags,places,informative,no_video_type_1,text only (to),object,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-07-26
other,common voice (optv),relevant,6323,2019,3,9,low,no_tags,global news,rare,no_video_type_1,common voice (optv),rare,neutral,no_thumbnail_sentiment,9 PM - 12 AM,2019-09-01
commoner (np),text only (to),relevant,1378,2019,3,7,low,tags,lifestyle,inspiring,emotions,text only (to),object,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-31
commoner (np),common voice (optv),relevant,1264,2019,3,7,low,no_tags,sports & games,rare,inspiring,common voice (optv),object,rare,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-30
commoner (np),text only (to),relevant,1435,2019,3,7,low,not_editable,lifestyle,emotions,no_video_type_1,text only (to),rare,rare,no_thumbnail_sentiment,12 PM - 03 PM,2019-07-31
other,text only (to),relevant,1645,2019,3,7,low,no_tags,lifestyle,informative,explainers,text only (to),object,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-28
other,text only (to),relevant,7066,2019,3,7,low,no_tags,rare,emotions,informative,text only (to),object,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-25
commoner (np),text only (to),low,10435,2019,3,7,low,no_tags,lifestyle,emotions,inspiring,text only (to),commoner,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-29
commoner (np),text only (to),relevant,49439,2019,3,7,high,no_tags,rare,inspiring,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-07-24
other,text only (to),relevant,13095,2019,3,7,low,not_editable,government,emotions,no_video_type_1,text only (to),commoner,neutral,no_thumbnail_sentiment,9 PM - 12 AM,2019-07-24
commoner (np),other,relevant,7655,2019,3,8,low,no_tags,rare,emotions,no_video_type_1,other,commoner,rare,no_thumbnail_sentiment,9 AM - 12 PM,2019-08-04
commoner (np),other,loud,1740,2019,3,7,low,not_editable,government,informative,no_video_type_1,other,commoner,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-07-23
commoner (np),common voice (optv),relevant,3224,2019,3,7,low,no_tags,global news,rare,no_video_type_1,common voice (optv),commoner,anger,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-24
commoner (np),other,neutral,11950,2019,3,7,low,no_tags,lifestyle,inspiring,emotions,other,commoner,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-07-29
other,text only (to),relevant,10441,2019,3,7,low,no_tags,technology & innovations,informative,no_video_type_1,text only (to),commoner,rare,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-29
commoner (np),text only (to),relevant,11208,2019,3,7,low,no_tags,technology & innovations,inspiring,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-29
famous personality (fp),common voice (optv),no music,3829,2019,3,7,low,no_tags,global news,rare,rare,common voice (optv),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-07-23
crowd,text only (to),relevant,5908,2019,3,7,low,no_tags,rare,inspiring,informative,text only (to),crowd,rare,action,6 PM - 9 PM,2019-07-23
other,text only (to),relevant,3539,2019,3,7,low,no_tags,environment/ecosystem,informative,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-24
commoner (np),text only (to),relevant,5905,2019,3,7,low,no_tags,government,informative,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-25
famous personality (fp),voice of famous personality (fpv),loud,2986,2019,3,7,low,no_tags,global news,rare,no_video_type_1,voice of famous personality (fpv),famous personality,anger,no_thumbnail_sentiment,9 PM - 12 AM,2019-07-23
other,text only (to),loud,2445,2019,3,7,low,no_tags,technology & innovations,inspiring,informative,text only (to),object,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-22
commoner (np),text only (to),relevant,2752,2019,3,7,low,no_tags,places,inspiring,no_video_type_1,text only (to),rare,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-28
commoner (np),other,relevant,2746,2019,3,7,low,no_tags,sports & games,inspiring,no_video_type_1,other,commoner,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-28
famous personality (fp),text only (to),relevant,2277,2019,3,7,low,no_tags,rare,emotions,no_video_type_1,text only (to),famous personality,neutral,no_thumbnail_sentiment,9 PM - 12 AM,2019-07-22
famous personality (fp),text only (to),loud,1057,2019,3,7,low,no_tags,politics,day-specific,rare,text only (to),famous personality,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-26
famous personality (fp),text only (to),loud,2019,2019,3,9,low,no_tags,politics,day-specific,rare,text only (to),famous personality,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-09-04
commoner (np),text only (to),relevant,6166,2019,3,7,low,no_tags,sports & games,rare,inspiring,text only (to),commoner,action,no_thumbnail_sentiment,9 PM - 12 AM,2019-07-27
other,text only (to),low,2903,2019,3,7,low,no_tags,judiciary & crime,emotions,day-specific,text only (to),commoner,anger,action,6 AM - 9 AM,2019-07-26
famous personality (fp),text only (to),relevant,1027,2019,3,7,low,no_tags,politics,emotions,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-20
other,crowd,loud,1682,2019,3,7,low,no_tags,government,informative,no_video_type_1,rare,rare,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-20
commoner (np),text only (to),relevant,4115,2019,3,7,low,no_tags,rare,rare,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-07-20
commoner (np),text only (to),relevant,3681,2019,3,7,low,no_tags,rare,informative,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-22
famous personality (fp),other,loud,1822,2019,3,7,low,no_tags,politics,informative,rare,other,famous personality,anger,no_thumbnail_sentiment,12 PM - 03 PM,2019-07-19
commoner (np),common voice (optv),relevant,4734,2019,3,8,low,no_tags,rare,explainers,no_video_type_1,common voice (optv),object,neutral,no_thumbnail_sentiment,9 PM - 12 AM,2019-08-18
commoner (np),text only (to),neutral,1915,2019,3,7,low,tags,lifestyle,inspiring,no_video_type_1,text only (to),commoner,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-07-23
commoner (np),text only (to),neutral,5966,2019,4,12,low,no_tags,lifestyle,inspiring,no_video_type_1,text only (to),commoner,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-12-01
commoner (np),other,relevant,3851,2019,3,7,low,no_tags,environment/ecosystem,emotions,no_video_type_1,other,rare,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-07-19
commoner (np),text only (to),relevant,2413,2019,3,8,low,no_tags,rare,emotions,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-08-10
other,other,relevant,4790,2019,3,7,low,no_tags,lifestyle,informative,no_video_type_1,other,object,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-27
other,other,loud,1027,2019,3,7,low,no_tags,technology & innovations,informative,no_video_type_1,other,object,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-07-18
commoner (np),common voice (optv),relevant,2246,2019,3,7,low,no_tags,global news,rare,no_video_type_1,common voice (optv),commoner,action,no_thumbnail_sentiment,9 PM - 12 AM,2019-07-19
commoner (np),text only (to),relevant,20215,2019,3,7,low,no_tags,rare,rare,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-27
other,voice over (vo),relevant,3752,2019,3,7,low,no_tags,government,day-specific,no_video_type_1,rare,commoner,rare,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-22
other,other,relevant,4667,2019,3,8,low,no_tags,rare,rare,no_video_type_1,other,rare,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-08-08
commoner (np),text only (to),relevant,1441,2019,3,7,low,no_tags,sports & games,informative,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-20
commoner (np),text only (to),relevant,4151,2019,3,7,low,no_tags,global news,informative,no_video_type_1,text only (to),famous personality,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-19
commoner (np),other,loud,1228,2019,3,7,low,no_tags,global news,explainers,no_video_type_1,other,famous personality,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-07-17
commoner (np),text only (to),relevant,9794,2019,3,7,low,no_tags,rare,inspiring,no_video_type_1,text only (to),commoner,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-27
other,text only (to),relevant,14356,2019,3,7,low,no_tags,rare,emotions,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-07-27
commoner (np),common voice (optv),relevant,1907,2019,3,7,low,no_tags,rare,emotions,no_video_type_1,common voice (optv),commoner,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-20
other,text only (to),relevant,1346,2019,3,7,low,no_tags,rare,emotions,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-20
commoner (np),text only (to),relevant,7765,2019,3,8,low,no_tags,rare,inspiring,informative,text only (to),commoner,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-08-09
commoner (np),text only (to),relevant,8653,2019,3,7,low,tags,rare,informative,no_video_type_1,text only (to),object,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-07-19
famous personality (fp),text only (to),relevant,2881,2019,3,7,low,no_tags,global news,rare,no_video_type_1,text only (to),famous personality,action,no_thumbnail_sentiment,9 PM - 12 AM,2019-07-18
commoner (np),common voice (optv),relevant,9248,2019,4,10,low,no_tags,rare,rare,no_video_type_1,common voice (optv),commoner,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-10-02
famous personality (fp),text only (to),loud,4074,2019,4,10,low,tags,rare,emotions,no_video_type_1,text only (to),famous personality,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-10-07
famous personality (fp),text only (to),loud,1710,2019,3,7,low,tags,global news,informative,no_video_type_1,text only (to),famous personality,anger,no_thumbnail_sentiment,12 PM - 03 PM,2019-07-17
famous personality (fp),text only (to),relevant,2058,2019,3,7,low,no_tags,global news,informative,no_video_type_1,text only (to),famous personality,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-07-17
commoner (np),text only (to),loud,3175,2019,3,7,low,no_tags,judiciary & crime,emotions,no_video_type_1,text only (to),object,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-18
famous personality (fp),text only (to),relevant,3334,2019,3,7,low,no_tags,politics,rare,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-17
crowd,text only (to),relevant,2795,2019,3,7,low,no_tags,places,informative,no_video_type_1,text only (to),crowd,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-19
commoner (np),text only (to),relevant,7164,2019,4,11,low,no_tags,rare,inspiring,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-02
crowd,text only (to),loud,1790,2019,3,7,low,tags,places,rare,emotions,text only (to),crowd,rare,action,12 PM - 03 PM,2019-07-16
commoner (np),text only (to),relevant,4218,2019,3,7,low,no_tags,rare,rare,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-07-25
crowd,text only (to),relevant,275279,2019,3,7,high,no_tags,government,informative,no_video_type_1,text only (to),object,action,no_thumbnail_sentiment,9 PM - 12 AM,2019-07-17
commoner (np),text only (to),relevant,12838,2019,3,7,low,not_editable,sports & games,inspiring,no_video_type_1,text only (to),commoner,anger,action,6 AM - 9 AM,2019-07-21
famous personality (fp),text only (to),loud,1436,2019,3,7,low,no_tags,sports & games,informative,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-07-15
famous personality (fp),other,loud,1437,2019,3,7,low,no_tags,global news,informative,no_video_type_1,other,famous personality,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-07-15
commoner (np),other,neutral,6523,2019,3,7,low,no_tags,sports & games,day-specific,rare,other,famous personality,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-16
commoner (np),common voice (optv),relevant,145117,2019,3,7,high,no_tags,sports & games,inspiring,no_video_type_1,common voice (optv),commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-18
other,text only (to),relevant,15432,2019,3,7,low,not_editable,government,informative,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-16
commoner (np),text only (to),relevant,7141,2019,3,8,low,no_tags,government,rare,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-08-18
famous personality (fp),text only (to),relevant,6743,2019,3,7,low,tags,sports & games,inspiring,no_video_type_1,text only (to),famous personality,happy,action,9 AM - 12 PM,2019-07-20
other,text only (to),relevant,6527,2019,3,7,low,no_tags,rare,inspiring,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-21
commoner (np),text only (to),low,6102,2019,3,7,low,no_tags,government,day-specific,explainers,text only (to),rare,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-17
other,text only (to),relevant,2207,2019,3,7,low,no_tags,rare,rare,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-22
other,text only (to),relevant,4549,2019,3,8,low,no_tags,rare,inspiring,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-08-11
other,text only (to),relevant,3232,2019,3,7,low,tags,global news,informative,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-07-15
commoner (np),common voice (optv),no music,3966,2019,3,7,low,no_tags,technology & innovations,informative,no_video_type_1,common voice (optv),object,action,no_thumbnail_sentiment,9 PM - 12 AM,2019-07-15
commoner (np),text only (to),relevant,2971,2019,3,7,low,no_tags,lifestyle,inspiring,no_video_type_1,text only (to),commoner,rare,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-17
commoner (np),other,relevant,10171,2019,3,7,low,no_tags,rare,informative,no_video_type_1,other,rare,rare,no_thumbnail_sentiment,6 PM - 9 PM,2019-07-16
crowd,text only (to),relevant,2955,2019,3,7,low,no_tags,global news,rare,no_video_type_1,text only (to),commoner,anger,action,9 AM - 12 PM,2019-07-17
other,text only (to),neutral,1833,2019,3,7,low,no_tags,rare,emotions,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-22
famous personality (fp),common voice (optv),no music,12135,2019,3,8,low,no_tags,lifestyle,informative,no_video_type_1,common voice (optv),commoner,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-08-29
other,text only (to),relevant,4558,2019,3,7,low,no_tags,global news,rare,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,9 PM - 12 AM,2019-07-12
commoner (np),common voice (optv),neutral,15212,2019,3,7,low,no_tags,politics,rare,no_video_type_1,common voice (optv),commoner,rare,no_thumbnail_sentiment,9 PM - 12 AM,2019-07-11
other,text only (to),relevant,2032,2019,3,7,low,no_tags,rare,day-specific,rare,text only (to),famous personality,happy,no_thumbnail_sentiment,9 AM - 12 PM,2019-07-15
famous personality (fp),other,relevant,2278,2019,3,7,low,no_tags,politics,informative,rare,other,famous personality,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-15
commoner (np),text only (to),relevant,11287,2019,3,7,low,no_tags,rare,inspiring,informative,text only (to),commoner,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-07-12
commoner (np),text only (to),relevant,4233,2019,3,7,low,no_tags,technology & innovations,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-13
